id,semantic_groups,preflabel,synonyms,description,name
dictyBase:DDB_G0282339,GENO,polr1c,NA,NA,polr1c
WBPhenotype:0000644,DISO,paralyzed,NA,NA,paralyzed
WBPhenotype:0000682,DISO,feminization of germline,NA,NA,feminization of germline
HP:0001644,DISO,Dilated cardiomyopathy,NA,NA,Dilated cardiomyopathy
ENSEMBL:ENSOANG00000010001,ORTH,ENSEMBL:ENSOANG00000010001,NA,NA,ENSEMBL:ENSOANG00000010001
dictyBase:DDB_G0272348,GENO,DDB_G0272348,NA,NA,DDB_G0272348
MONARCH:APO_0000074APO_0000003,GENO,autophagy:decreased,NA,NA,autophagy:decreased
ENSEMBL:ENSFCAG00000014823,ORTH,ENSEMBL:ENSFCAG00000014823,NA,NA,ENSEMBL:ENSFCAG00000014823
MP:0000828,DISO,abnormal fourth ventricle morphology,NA,NA,abnormal fourth ventricle morphology
MP:0008470,DISO,abnormal spleen B cell follicle morphology,NA,NA,abnormal spleen B cell follicle morphology
ENSEMBL:ENSCAFG00000013358,ORTH,ENSEMBL:ENSCAFG00000013358,NA,NA,ENSEMBL:ENSCAFG00000013358
HP:0000035,DISO,Abnormal testis morphology,NA,NA,Abnormal testis morphology
HP:0012444,DISO,Brain atrophy,NA,NA,Brain atrophy
ZFIN:ZDB-GENE-141215-28,ORTH,si:dkey-28e7.3,NA,NA,si:dkey-28e7.3
ZP:0000304,DISO,"cell population proliferation decreased occurrence, abnormal",NA,NA,"cell population proliferation decreased occurrence, abnormal"
ENSEMBL:ENSSSCG00000008376,ORTH,COMMD1,C2orf5|MURR1,"COMMD1 is a regulator of copper homeostasis, sodium uptake, and NF-kappa-B (see MIM 164011) signaling (de Bie et al., 2005 [PubMed 16267171]).[supplied by OMIM, Sep 2009]",copper metabolism domain containing 1
MONARCH:APO_0000037APO_0000003,GENO,pheromone sensitivity:decreased,NA,NA,pheromone sensitivity:decreased
WBPhenotype:0001930,DISO,muscle arm development defective,NA,NA,muscle arm development defective
ENSEMBL:ENSECAG00000020867,ORTH,ENSEMBL:ENSECAG00000020867,NA,NA,ENSEMBL:ENSECAG00000020867
ENSEMBL:ENSMMUG00000015032,ORTH,ENSEMBL:ENSMMUG00000015032,NA,NA,ENSEMBL:ENSMMUG00000015032
MP:0009956,DISO,abnormal cerebellar layer morphology,NA,NA,abnormal cerebellar layer morphology
ZP:0003669,DISO,"sarcomerogenesis disrupted, abnormal",NA,NA,"sarcomerogenesis disrupted, abnormal"
WBPhenotype:0000060,DISO,adult lethal,NA,NA,adult lethal
ENSEMBL:ENSCAFG00000018610,ORTH,ENSEMBL:ENSCAFG00000018610,NA,NA,ENSEMBL:ENSCAFG00000018610
ZP:0013737,DISO,"establishment or maintenance of cell polarity process quality, abnormal",NA,NA,"establishment or maintenance of cell polarity process quality, abnormal"
ENSEMBL:ENSMMUG00000023636,ORTH,ENSEMBL:ENSMMUG00000023636,NA,NA,ENSEMBL:ENSMMUG00000023636
MP:0011704,DISO,decreased fibroblast proliferation,NA,NA,decreased fibroblast proliferation
MGI:3698754,ORTH,Htt<tm2.1Pfs>/Htt<+> [involves: 129X1/SvJ * C57BL/6],NA,NA,Htt<tm2.1Pfs>/Htt<+> [involves: 129X1/SvJ * C57BL/6]
HP:0002902,DISO,Hyponatremia,NA,NA,Hyponatremia
HP:0030084,DISO,Clinodactyly,NA,NA,Clinodactyly
WBPhenotype:0002301,DISO,nose movement variant,NA,NA,nose movement variant
ZP:0001587,DISO,"gastrulation process quality, abnormal",NA,NA,"gastrulation process quality, abnormal"
HP:0040140,DISO,Degeneration of the striatum,NA,NA,Degeneration of the striatum
ZP:0137227,DISO,"neuron projection CaP motoneuron decreased amount, abnormal",NA,NA,"neuron projection CaP motoneuron decreased amount, abnormal"
dbSNP:rs363066,GENO,rs363066-G,NA,NA,rs363066-G
WBPhenotype:0001010,DISO,clear,NA,NA,clear
MP:0001731,DISO,abnormal postnatal growth,NA,NA,abnormal postnatal growth
MGI:3699093,ORTH,Htt<tm1.1Tna>/Htt<tm1.1Tna> [involves: 129P2/OlaHsd * C57BL/6J],NA,NA,Htt<tm1.1Tna>/Htt<tm1.1Tna> [involves: 129P2/OlaHsd * C57BL/6J]
ENSEMBL:ENSOANG00000047036,ORTH,ENSEMBL:ENSOANG00000047036,NA,NA,ENSEMBL:ENSOANG00000047036
ZP:0005993,DISO,"retinal photoreceptor layer morphology, abnormal",NA,NA,"retinal photoreceptor layer morphology, abnormal"
ENSEMBL:ENSSSCG00000013784,ORTH,ENSEMBL:ENSSSCG00000013784,NA,NA,ENSEMBL:ENSSSCG00000013784
MP:0005598,DISO,decreased ventricle muscle contractility,NA,NA,decreased ventricle muscle contractility
MP:0030957,DISO,abnormal myotube morphology,NA,NA,abnormal myotube morphology
ZP:0001067,DISO,"ceratobranchial cartilage aplastic, abnormal",NA,NA,"ceratobranchial cartilage aplastic, abnormal"
ZP:0002213,DISO,"central nervous system projection neuron axonogenesis disrupted, abnormal",NA,NA,"central nervous system projection neuron axonogenesis disrupted, abnormal"
EFO:0008378,GENO,mosquito bite reaction size measurement,NA,NA,mosquito bite reaction size measurement
MP:0012014,DISO,abnormal olfactory neuron innervation pattern,NA,NA,abnormal olfactory neuron innervation pattern
MP:0002652,DISO,thin myocardium,NA,NA,thin myocardium
ZP:0017932,DISO,"integument broken, abnormal",NA,NA,"integument broken, abnormal"
MONARCH:APO_0000257APO_0000250,GENO,cell cycle progression through the G2/M phase transition:arrested,NA,NA,cell cycle progression through the G2/M phase transition:arrested
ZP:0008618,DISO,"retinal photoreceptor layer poorly differentiated, abnormal",NA,NA,"retinal photoreceptor layer poorly differentiated, abnormal"
HP:0000980,DISO,Pallor,NA,NA,Pallor
ENSEMBL:ENSBTAG00000012040,ORTH,GIT1,p95-APP1,"Enables gamma-tubulin binding activity. Involved in positive regulation of microtubule nucleation and regulation of cytokinesis. Located in several cellular components, including focal adhesion; microtubule cytoskeleton; and mitochondrion. Implicated in attention deficit hyperactivity disorder. Biomarker of Huntington's disease. [provided by Alliance of Genome Resources, Apr 2022]",GIT ArfGAP 1
MP:0010123,DISO,increased bone mineral content,NA,NA,increased bone mineral content
MONARCH:APO_0000334APO_0000003,GENO,innate thermotolerance:decreased,NA,NA,innate thermotolerance:decreased
MP:0030635,DISO,increased taurine level,NA,NA,increased taurine level
FBcv:0002038,DISO,some die during pharate adult stage,NA,NA,some die during pharate adult stage
WBPhenotype:0001524,DISO,quiescence variant,NA,NA,quiescence variant
WBPhenotype:0001661,DISO,loss of asymmetry AWC,NA,NA,loss of asymmetry AWC
ZP:0009477,DISO,"response to starvation process quality, abnormal",NA,NA,"response to starvation process quality, abnormal"
MONARCH:APO_0000144APO_0000003,GENO,telomere length:decreased,NA,NA,telomere length:decreased
HP:0000969,DISO,Edema,NA,NA,Edema
ENSEMBL:ENSPTRG00000007195,ORTH,ENSEMBL:ENSPTRG00000007195,NA,NA,ENSEMBL:ENSPTRG00000007195
ENSEMBL:ENSPTRG00000005014,ORTH,ENSEMBL:ENSPTRG00000005014,NA,NA,ENSEMBL:ENSPTRG00000005014
HP:0008936,DISO,Muscular hypotonia of the trunk,NA,NA,Muscular hypotonia of the trunk
ZP:0003224,DISO,"axon hindbrain decreased length, abnormal",NA,NA,"axon hindbrain decreased length, abnormal"
ENSEMBL:ENSECAG00000020649,ORTH,ENSEMBL:ENSECAG00000020649,NA,NA,ENSEMBL:ENSECAG00000020649
MP:0008495,DISO,decreased IgG1 level,NA,NA,decreased IgG1 level
MP:0011963,DISO,abnormal total retina thickness,NA,NA,abnormal total retina thickness
ZP:0018575,DISO,"whole organism absent, abnormal",NA,NA,"whole organism absent, abnormal"
HGNC:25169,GENE,GPRASP2,DFNX7|GASP2,"The protein encoded by this gene is a member of a family that regulates the activity of G protein-coupled receptors (GPCRs). The encoded protein has been shown to be capable of interacting with several GPCRs, including the M1 muscarinic acetylcholine receptor and the calcitonin receptor. Several transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, May 2010].",G protein-coupled receptor associated sorting protein 2
HP:0000618,DISO,Blindness,NA,NA,Blindness
MONARCH:APO_0000089APO_0000003,GENO,budding index:decreased,NA,NA,budding index:decreased
ENSEMBL:ENSPTRG00000018989,ORTH,ENSEMBL:ENSPTRG00000018989,NA,NA,ENSEMBL:ENSPTRG00000018989
MP:0011108,DISO,"embryonic lethality during organogenesis, incomplete penetrance",NA,NA,"embryonic lethality during organogenesis, incomplete penetrance"
ZP:0001049,DISO,"head circular, abnormal",NA,NA,"head circular, abnormal"
EFO:0006903,GENO,hepatocyte growth factor measurement,NA,NA,hepatocyte growth factor measurement
MP:0009923,DISO,decreased transitional stage T1 B cell number,NA,NA,decreased transitional stage T1 B cell number
OMIM:613004.0005,DISO,"HTT, PHE2719LEU",NA,NA,"HTT, PHE2719LEU"
ZP:0002403,DISO,"retina increased occurrence apoptotic process, abnormal",NA,NA,"retina increased occurrence apoptotic process, abnormal"
ZP:0002066,DISO,"slow muscle cell decreased amount, abnormal",NA,NA,"slow muscle cell decreased amount, abnormal"
MP:0002007,DISO,increased cellular sensitivity to gamma-irradiation,NA,NA,increased cellular sensitivity to gamma-irradiation
MP:0003644,DISO,thymus atrophy,NA,NA,thymus atrophy
ENSEMBL:ENSMMUG00000000800,ORTH,ENSEMBL:ENSMMUG00000000800,NA,NA,ENSEMBL:ENSMMUG00000000800
HP:0000938,DISO,Osteopenia,NA,NA,Osteopenia
ZP:0104497,DISO,"proteasome-mediated ubiquitin-dependent protein catabolic process decreased occurrence, abnormal",NA,NA,"proteasome-mediated ubiquitin-dependent protein catabolic process decreased occurrence, abnormal"
WBPhenotype:0001946,DISO,pachytene progression during oogenesis variant,NA,NA,pachytene progression during oogenesis variant
ENSEMBL:ENSACAG00000016808,ORTH,ENSEMBL:ENSACAG00000016808,NA,NA,ENSEMBL:ENSACAG00000016808
HP:0004303,DISO,Abnormal muscle fiber morphology,NA,NA,Abnormal muscle fiber morphology
dictyBase:DDB_G0275097,GENO,DDB_G0275097,NA,NA,DDB_G0275097
HP:0003487,DISO,Babinski sign,NA,NA,Babinski sign
MP:0002833,DISO,increased heart weight,NA,NA,increased heart weight
ZP:0014466,DISO,"dopaminergic neuron retina decreased amount, abnormal",NA,NA,"dopaminergic neuron retina decreased amount, abnormal"
ZP:0016367,DISO,"synapse assembly process quality, abnormal",NA,NA,"synapse assembly process quality, abnormal"
HP:0001518,DISO,Small for gestational age,NA,NA,Small for gestational age
MONARCH:APO_0000224APO_0000002,GENO,RNA accumulation:abnormal,NA,NA,RNA accumulation:abnormal
WBPhenotype:0001139,DISO,nuclear envelope assembly variant early emb,NA,NA,nuclear envelope assembly variant early emb
FBcv:0002009,DISO,lethal - all die during third instar larval stage,NA,NA,lethal - all die during third instar larval stage
EFO:0007988,GENO,myeloid white cell count,NA,NA,myeloid white cell count
ENSEMBL:ENSACAG00000017945,ORTH,ENSEMBL:ENSACAG00000017945,NA,NA,ENSEMBL:ENSACAG00000017945
ENSEMBL:ENSFCAG00000038056,ORTH,ENSEMBL:ENSFCAG00000038056,NA,NA,ENSEMBL:ENSFCAG00000038056
ZP:0103457,DISO,"cleavage furrow blastomere blurry, abnormal",NA,NA,"cleavage furrow blastomere blurry, abnormal"
MP:0008474,DISO,absent spleen germinal center,NA,NA,absent spleen germinal center
HP:0002240,DISO,Hepatomegaly,NA,NA,Hepatomegaly
WBPhenotype:0001919,DISO,gut granules enlarged,NA,NA,gut granules enlarged
HP:0003429,DISO,CNS hypomyelination,NA,NA,CNS hypomyelination
MP:0003954,DISO,abnormal Reichert's membrane morphology,NA,NA,abnormal Reichert's membrane morphology
MP:0020473,DISO,abnormal circadian behavior phase,NA,NA,abnormal circadian behavior phase
HP:0011018,DISO,Abnormality of the cell cycle,NA,NA,Abnormality of the cell cycle
WBPhenotype:0000463,DISO,metabolic pathway variant,NA,NA,metabolic pathway variant
MONARCH:APO_0000277APO_0000004,GENO,prion loss:increased,NA,NA,prion loss:increased
MP:0004666,DISO,absent stapedial artery,NA,NA,absent stapedial artery
RGD:1311114,ORTH,Strap,NA,NA,Strap
HP:0001698,DISO,Pericardial effusion,NA,NA,Pericardial effusion
WBPhenotype:0000531,DISO,organism development variant,NA,NA,organism development variant
MP:0000601,DISO,small liver,NA,NA,small liver
ENSEMBL:ENSCAFG00000000444,ORTH,FLOT1,NA,"This gene encodes an protein that localizes to the caveolae, which are small domains on the inner cell membranes. This protein plays a role in vesicle trafficking and cell morphology. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2016].",flotillin 1
dictyBase:DDB_G0282793,GENO,wdr61,NA,NA,wdr61
FlyBase:FBal0209708,ORTH,htt[GD14339],NA,NA,htt[GD14339]
HP:0000023,DISO,Inguinal hernia,NA,NA,Inguinal hernia
MP:0000168,DISO,abnormal bone marrow development,NA,NA,abnormal bone marrow development
dictyBase:DDB_G0285563,GENO,DDB0186571,NA,NA,DDB0186571
FlyBase:FBgn0266429,ORTH,AstA-R1,NA,NA,AstA-R1
ZP:0010094,DISO,"melanocyte trunk disorganized, abnormal",NA,NA,"melanocyte trunk disorganized, abnormal"
ZP:0106672,DISO,"granulocyte rostral blood island decreased amount, abnormal",NA,NA,"granulocyte rostral blood island decreased amount, abnormal"
HP:0000541,DISO,Retinal detachment,NA,NA,Retinal detachment
MP:0002220,DISO,large lymphoid organs,NA,NA,large lymphoid organs
HP:0011096,DISO,Peripheral demyelination,NA,NA,Peripheral demyelination
ENSEMBL:ENSPTRG00000010594,ORTH,ENSEMBL:ENSPTRG00000010594,NA,NA,ENSEMBL:ENSPTRG00000010594
FBcv:0002040,DISO,some die during prepupal stage,NA,NA,some die during prepupal stage
WBPhenotype:0002303,DISO,nose movement increased,NA,NA,nose movement increased
WBPhenotype:0001964,DISO,dopaminergic fate atypical,NA,NA,dopaminergic fate atypical
ZP:0003482,DISO,"cranial neural crest disrupted neural crest cell development, abnormal",NA,NA,"cranial neural crest disrupted neural crest cell development, abnormal"
WBPhenotype:0001979,DISO,gonad vesiculated,NA,NA,gonad vesiculated
HP:0000639,DISO,Nystagmus,NA,NA,Nystagmus
dictyBase:DDB_G0272831,GENO,psmA7,NA,NA,psmA7
ZP:0001039,DISO,"cartilage development disrupted, abnormal",NA,NA,"cartilage development disrupted, abnormal"
HP:0002363,DISO,Abnormal brainstem morphology,NA,NA,Abnormal brainstem morphology
HP:0000179,DISO,Thick lower lip vermilion,NA,NA,Thick lower lip vermilion
HP:0010783,DISO,Erythema,NA,NA,Erythema
FBcv:0000388,DISO,abnormal gravitaxis,NA,NA,abnormal gravitaxis
MP:0009422,DISO,decreased gastrocnemius weight,NA,NA,decreased gastrocnemius weight
HP:0100738,DISO,Abnormal eating behavior,NA,NA,Abnormal eating behavior
MP:0020427,DISO,increased hepatocyte karyomegaly,NA,NA,increased hepatocyte karyomegaly
WBPhenotype:0001018,DISO,cytokinesis variant emb,NA,NA,cytokinesis variant emb
MGI:5432176,ORTH,Gt(ROSA)26Sor<tm48(HTT)Arte>/Gt(ROSA)26Sor<+> [Not Specified],NA,NA,Gt(ROSA)26Sor<tm48(HTT)Arte>/Gt(ROSA)26Sor<+> [Not Specified]
dictyBase:DDB_G0271980,GENO,rabR,NA,NA,rabR
ENSEMBL:ENSFCAG00000004047,ORTH,ENSEMBL:ENSFCAG00000004047,NA,NA,ENSEMBL:ENSFCAG00000004047
Coriell:GM04219,GENO,NIGMS-GM04219,NA,NA,NIGMS-GM04219
GO:2001237,PHYS,negative regulation of extrinsic apoptotic signaling pathway,NA,NA,negative regulation of extrinsic apoptotic signaling pathway
ENSEMBL:ENSECAG00000009633,ORTH,ENSEMBL:ENSECAG00000009633,NA,NA,ENSEMBL:ENSECAG00000009633
MP:0002080,DISO,prenatal lethality,NA,NA,prenatal lethality
ENSEMBL:ENSOANG00000041099,ORTH,ENSEMBL:ENSOANG00000041099,NA,NA,ENSEMBL:ENSOANG00000041099
HP:0005372,DISO,Abnormality of B cell physiology,NA,NA,Abnormality of B cell physiology
ZP:0002499,DISO,"hindbrain decreased size, abnormal",NA,NA,"hindbrain decreased size, abnormal"
ENSEMBL:ENSGALG00000006140,ORTH,GGA2,VEAR,"This gene encodes a member of the Golgi-localized, gamma adaptin ear-containing, ARF-binding (GGA) family. This family includes ubiquitous coat proteins that regulate the trafficking of proteins between the trans-Golgi network and the lysosome. These proteins share an amino-terminal VHS domain which mediates sorting of the mannose 6-phosphate receptors at the trans-Golgi network. They also contain a carboxy-terminal region with homology to the ear domain of gamma-adaptins. This family member may play a significant role in cargo molecules regulation and clathrin-coated vesicle assembly. [provided by RefSeq, Jul 2008].","golgi associated, gamma adaptin ear containing, ARF binding protein 2"
MP:0008115,DISO,abnormal dendritic cell differentiation,NA,NA,abnormal dendritic cell differentiation
ENSEMBL:ENSOANG00000001605,ORTH,ENSEMBL:ENSOANG00000001605,NA,NA,ENSEMBL:ENSOANG00000001605
MP:0000438,DISO,abnormal cranium morphology,NA,NA,abnormal cranium morphology
PomBase:SPBC216.07c,GENO,tor2,NA,NA,tor2
ENSEMBL:ENSOANG00000002512,ORTH,ENSEMBL:ENSOANG00000002512,NA,NA,ENSEMBL:ENSOANG00000002512
HP:0012184,DISO,Increased HDL cholesterol concentration,NA,NA,Increased HDL cholesterol concentration
dictyBase:DDB_G0284217,GENO,DDB0185899,NA,NA,DDB0185899
HP:0001640,DISO,Cardiomegaly,NA,NA,Cardiomegaly
EnsemblGenome:AT1G10450,ORTH,EnsemblGenome:AT1G10450,NA,NA,EnsemblGenome:AT1G10450
dictyBase:DDB_G0267614,GENO,DDB0189406,NA,NA,DDB0189406
WBPhenotype:0000291,DISO,no oocytes,NA,NA,no oocytes
Coriell:GM06581,GENO,NIGMS-GM06581,NA,NA,NIGMS-GM06581
MP:0004896,DISO,abnormal endometrium morphology,NA,NA,abnormal endometrium morphology
MP:0002161,DISO,abnormal fertility/fecundity,NA,NA,abnormal fertility/fecundity
WBPhenotype:0000274,DISO,dead eggs laid,NA,NA,dead eggs laid
HP:0012443,DISO,Abnormality of brain morphology,NA,NA,Abnormality of brain morphology
WBPhenotype:0001950,DISO,diplotene region organization variant,NA,NA,diplotene region organization variant
MP:0008439,DISO,abnormal cortical plate morphology,NA,NA,abnormal cortical plate morphology
HP:0001257,DISO,Spasticity,NA,NA,Spasticity
ZP:0010087,DISO,"pigment accumulation delayed, abnormal",NA,NA,"pigment accumulation delayed, abnormal"
ZP:0014275,DISO,"fin regeneration decreased process quality, abnormal",NA,NA,"fin regeneration decreased process quality, abnormal"
MONARCH:APO_0000085APO_0000003,GENO,UV resistance:decreased,NA,NA,UV resistance:decreased
MP:0011088,DISO,"neonatal lethality, incomplete penetrance",NA,NA,"neonatal lethality, incomplete penetrance"
ZFIN:ZDB-FISH-170608-6,ORTH,<zf602Tg>/<?>; <zf703Tg>/<?> [unspecified background],NA,NA,<zf602Tg>/<?>; <zf703Tg>/<?> [unspecified background]
MP:0002359,DISO,abnormal spleen germinal center morphology,NA,NA,abnormal spleen germinal center morphology
ENSEMBL:ENSMMUG00000009773,ORTH,ENSEMBL:ENSMMUG00000009773,NA,NA,ENSEMBL:ENSMMUG00000009773
WBPhenotype:0001659,DISO,spermatheca morphology variant,NA,NA,spermatheca morphology variant
WBPhenotype:0001569,DISO,body wall muscle myosin organization defective,NA,NA,body wall muscle myosin organization defective
MGI:5298845,ORTH,Htt<tm1Hay>/Htt<tm1Hay>; Tg(YAC72)2511Hay [involves: FVB/N],NA,NA,Htt<tm1Hay>/Htt<tm1Hay>; Tg(YAC72)2511Hay [involves: FVB/N]
ENSEMBL:ENSFCAG00000007797,ORTH,ENSEMBL:ENSFCAG00000007797,NA,NA,ENSEMBL:ENSFCAG00000007797
ZP:0000593,DISO,"cell population proliferation increased occurrence, abnormal",NA,NA,"cell population proliferation increased occurrence, abnormal"
ZP:0000043,DISO,"eye decreased size, abnormal",NA,NA,"eye decreased size, abnormal"
MP:0005391,DISO,vision/eye phenotype,NA,NA,vision/eye phenotype
ENSEMBL:ENSMODG00000002420,ORTH,ENSEMBL:ENSMODG00000002420,NA,NA,ENSEMBL:ENSMODG00000002420
ENSEMBL:ENSPTRG00000006200,ORTH,ENSEMBL:ENSPTRG00000006200,NA,NA,ENSEMBL:ENSPTRG00000006200
MGI:5635161,ORTH,Tg(HTT*)LXwy [involves: FVB/NJ],NA,NA,Tg(HTT*)LXwy [involves: FVB/NJ]
ZP:0020598,DISO,"primary motor neuron increased amount, abnormal",NA,NA,"primary motor neuron increased amount, abnormal"
HP:0002751,DISO,Kyphoscoliosis,NA,NA,Kyphoscoliosis
ZFIN:ZDB-GENE-050417-355,ORTH,creb1b,NA,NA,creb1b
MP:0013764,DISO,decreased T-helper cell number,NA,NA,decreased T-helper cell number
ZP:0001453,DISO,"extension decreased size, abnormal",NA,NA,"extension decreased size, abnormal"
WBPhenotype:0001538,DISO,mRNA surveillance defective,NA,NA,mRNA surveillance defective
dbSNP:rs363092,GENO,rs363092-A,NA,NA,rs363092-A
ZP:0009068,DISO,"spinal cord oligodendrocyte cell differentiation disrupted, abnormal",NA,NA,"spinal cord oligodendrocyte cell differentiation disrupted, abnormal"
HP:0000078,DISO,Abnormality of the genital system,NA,NA,Abnormality of the genital system
ZP:0003984,DISO,"pharyngeal arch apoptotic, abnormal",NA,NA,"pharyngeal arch apoptotic, abnormal"
MP:0004156,DISO,abnormal QT variability,NA,NA,abnormal QT variability
MP:0011085,DISO,"postnatal lethality, complete penetrance",NA,NA,"postnatal lethality, complete penetrance"
WBPhenotype:0000367,DISO,comma arrest emb,NA,NA,comma arrest emb
MGI:4429156,ORTH,Tg(GFAP-HTT*160Q)1Xjl [either: (involves: FVB/NCrl) or (involves: C3H * C57BL/6 * FVB/NCrl)],NA,NA,Tg(GFAP-HTT*160Q)1Xjl [either: (involves: FVB/NCrl) or (involves: C3H * C57BL/6 * FVB/NCrl)]
ENSEMBL:ENSPTRG00000008357,ORTH,ENSEMBL:ENSPTRG00000008357,NA,NA,ENSEMBL:ENSPTRG00000008357
EnsemblGenome:AT5G52640,ORTH,EnsemblGenome:AT5G52640,NA,NA,EnsemblGenome:AT5G52640
MP:0008283,DISO,small hippocampus,NA,NA,small hippocampus
ENSEMBL:ENSFCAG00000029928,ORTH,ENSEMBL:ENSFCAG00000029928,NA,NA,ENSEMBL:ENSFCAG00000029928
PomBase:SPAC19D5.04,GENO,ptr1,NA,NA,ptr1
HP:0040273,DISO,Adenocarcinoma of the intestines,NA,NA,Adenocarcinoma of the intestines
MP:0004091,DISO,abnormal Z line morphology,NA,NA,abnormal Z line morphology
HP:0003103,DISO,Abnormal cortical bone morphology,NA,NA,Abnormal cortical bone morphology
MP:0009712,DISO,impaired conditioned place preference behavior,NA,NA,impaired conditioned place preference behavior
MP:0001468,DISO,abnormal temporal memory,NA,NA,abnormal temporal memory
MP:0003701,DISO,elevated level of mitotic sister chromatid exchange,NA,NA,elevated level of mitotic sister chromatid exchange
ZP:0000685,DISO,"heart physical object quality, abnormal",NA,NA,"heart physical object quality, abnormal"
MONARCH:APO_0000029APO_0000005,GENO,pseudohyphal growth:absent,NA,NA,pseudohyphal growth:absent
FBcv:0000438,DISO,electrophoretic variant,NA,NA,electrophoretic variant
MP:0011965,DISO,decreased total retina thickness,NA,NA,decreased total retina thickness
WBPhenotype:0000731,DISO,germ cell hypersensitive ionizing radiation,NA,NA,germ cell hypersensitive ionizing radiation
ENSEMBL:ENSMMUG00000008323,ORTH,ENSEMBL:ENSMMUG00000008323,NA,NA,ENSEMBL:ENSMMUG00000008323
MP:0008813,DISO,decreased common myeloid progenitor cell number,NA,NA,decreased common myeloid progenitor cell number
MGI:3584455,ORTH,Gt(ROSA)26Sor<tm1(HD*103Q)Xwy>; Tg(Nes-cre)1Kln [involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * SJL],NA,NA,Gt(ROSA)26Sor<tm1(HD*103Q)Xwy>; Tg(Nes-cre)1Kln [involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * SJL]
MGI:5432179,ORTH,Gt(ROSA)26Sor<tm51(HTT)Arte>/Gt(ROSA)26Sor<+> [Not Specified],NA,NA,Gt(ROSA)26Sor<tm51(HTT)Arte>/Gt(ROSA)26Sor<+> [Not Specified]
ZP:0000160,DISO,"whole organism wholly dorsalized, abnormal",NA,NA,"whole organism wholly dorsalized, abnormal"
HP:0001596,DISO,Alopecia,NA,NA,Alopecia
ENSEMBL:ENSOANG00000013293,ORTH,ENSEMBL:ENSOANG00000013293,NA,NA,ENSEMBL:ENSOANG00000013293
dbSNP:rs35537543,GENO,rs35537543-G,NA,NA,rs35537543-G
HP:0010987,DISO,Abnormal cellular immune system morphology,NA,NA,Abnormal cellular immune system morphology
MP:0008877,DISO,abnormal DNA methylation,NA,NA,abnormal DNA methylation
MP:0004994,DISO,abnormal brain wave pattern,NA,NA,abnormal brain wave pattern
MP:0005010,DISO,"abnormal CD8-positive, alpha beta T cell morphology",NA,NA,"abnormal CD8-positive, alpha beta T cell morphology"
WBPhenotype:0000089,DISO,alpha amanitin resistant,NA,NA,alpha amanitin resistant
dictyBase:DDB_G0281889,GENO,DDB0204271,NA,NA,DDB0204271
MONARCH:APO_0000221APO_0000002,GENO,septum formation:abnormal,NA,NA,septum formation:abnormal
MP:0002703,DISO,abnormal renal tubule morphology,NA,NA,abnormal renal tubule morphology
HP:0000431,DISO,Wide nasal bridge,NA,NA,Wide nasal bridge
MP:0013272,DISO,abnormal translation,NA,NA,abnormal translation
HGNC:20234,GENE,EVL,RNB6,"Predicted to enable SH3 domain binding activity and profilin binding activity. Involved in negative regulation of epithelial cell migration; negative regulation of ruffle assembly; and positive regulation of stress fiber assembly. Located in membrane. [provided by Alliance of Genome Resources, Apr 2022]",Enah/Vasp-like
ZP:0005169,DISO,"parasphenoid ossified, abnormal",NA,NA,"parasphenoid ossified, abnormal"
ZP:0008622,DISO,"retinal ganglion cell mislocalised, abnormal",NA,NA,"retinal ganglion cell mislocalised, abnormal"
HGNC:28164,GENE,PRRC1,NA,"Predicted to enable identical protein binding activity and protein kinase A regulatory subunit binding activity. Predicted to be involved in activation of protein kinase A activity. Predicted to be located in Golgi apparatus. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]",proline rich coiled-coil 1
FBcv:0000430,DISO,abnormal cell polarity,NA,NA,abnormal cell polarity
MP:0005388,DISO,respiratory system phenotype,NA,NA,respiratory system phenotype
MP:0000647,DISO,abnormal sebaceous gland morphology,NA,NA,abnormal sebaceous gland morphology
MP:0001522,DISO,impaired swimming,NA,NA,impaired swimming
ENSEMBL:ENSOANG00000011115,ORTH,ENSEMBL:ENSOANG00000011115,NA,NA,ENSEMBL:ENSOANG00000011115
ENSEMBL:ENSFCAG00000015180,ORTH,ENSEMBL:ENSFCAG00000015180,NA,NA,ENSEMBL:ENSFCAG00000015180
ZP:0004741,DISO,"neuron development process quality, abnormal",NA,NA,"neuron development process quality, abnormal"
ENSEMBL:ENSBTAG00000016844,ORTH,ADGB,C6orf103|CAPN16,"Predicted to enable calcium-dependent cysteine-type endopeptidase activity; heme binding activity; and oxygen binding activity. Predicted to be involved in proteolysis. [provided by Alliance of Genome Resources, Apr 2022]",androglobin
MGI:5429331,ORTH,Tg(YAC128)53Hay [FVB-Tg(YAC128)53Hay/J],NA,NA,Tg(YAC128)53Hay [FVB-Tg(YAC128)53Hay/J]
ZP:0002260,DISO,"notochord cell vacuolation decreased process quality, abnormal",NA,NA,"notochord cell vacuolation decreased process quality, abnormal"
dictyBase:DDB_G0278981,GENO,DDB0215278,NA,NA,DDB0215278
MONARCH:APO_0000222APO_0000003,GENO,chemical compound excretion:decreased,NA,NA,chemical compound excretion:decreased
